MMSI,TrackNumber,SimpleVesselType,ComplexVesselType,StartTime,ContestVesselType
227583000,117491,Trawler,Midwater Pair Trawler,1435823456,Trawler
227584000,109148,Longliner,Longliner,1435709128,Longliner
227590000,110508,Trawler,Trawler,1435928140,Trawler
227590980,122608,Purse Seiner,Purse Seiner,1435709656,Seiner
227599000,107741,Trawler,Midwater Otter Trawler,1435709364,Trawler
227630880,131336,Trawler,Trawler,1435709741,Trawler
227635680,127948,Purse Seiner,Purse Seiner,1435709418,Seiner
227803000,116143,Gillnetter,Gillnetter,1435713707,Other
227831000,131819,Trawler,Trawler,1435709338,Trawler
227834000,122191,Longliner,Longliner,1435709238,Longliner
227835000,114851,Purse Seiner,Tuna purse seiner,1435709220,Seiner
227843000,126497,Trawler,Midwater Otter Trawler AND Otter Twin Trawler,1435709232,Trawler
227846000,112783,Purse Seiner,Tuna purse seiner,1435709583,Seiner
227860000,102062,Trawler,Trawler,1435708884,Trawler
227875000,104597,Driftnet,Driftnet,1435709147,Other
227877000,101149,Trawler,Midwater Otter Trawler AND Otter Twin Trawler,1435708822,Trawler
227883000,102260,Driftnet,Driftnet,1435730594,Other
227902000,114574,Trawler,Trawler,1435712242,Trawler
227913000,130270,Trawler,Midwater Pair Trawler,1436085659,Trawler
227917000,114598,Trawler,Trawler,1435797457,Trawler
227922000,100321,Trawler,BottomPairTrawler,1435708920,Trawler
227941000,111868,Trawler,Midwater Otter Trawler,1435708934,Trawler
227981000,104432,Trawler,Midwater Otter Trawler,1436276630,Trawler
227984000,103507,Trawler,Trawler,1435926893,Trawler
228004700,111370,Trawler,Bottom Otter Trawler,1435878372,Trawler
228015700,119045,Trawler,Bottom Otter Trawler,1435709530,Trawler
228020600,107133,Trawler,Otter Twin Trawler,1435708913,Trawler
228021700,113021,Trawler,Otter Twin Trawler,1435848438,Trawler
228033600,129351,Seiner,Danish Seine,1435709558,Seiner
228037600,125278,Purse Seiner,Purse Seiner,1435709355,Seiner
228037700,107674,Purse Seiner,Purse Seiner,1435865359,Seiner
228042600,122256,Seiner,Danish Seine,1435709320,Seiner
228065800,105133,Trawler,Midwater Pair Trawler,1435710423,Trawler
228067700,116840,Trawler,Bottom Otter Trawler,1438075046,Trawler
228107800,128168,Trawler,Trawler,1435709414,Trawler
228113000,119503,Trawler,Midwater Otter Trawler,1435709096,Trawler
228119000,130604,Trawler,Midwater Otter Trawler,1435709865,Trawler
228128000,118556,Purse Seiner,Tuna purse seiner,1435712802,Seiner
228131000,115068,Trawler,Otter Twin Trawler,1435708916,Trawler
228133000,101445,Trawler,Midwater Otter Trawler,1435728614,Trawler
228134800,131535,Trawler,Beam Trawler,1435768636,Trawler
228135000,120879,Trawler,Otter Twin Trawler,1435708827,Trawler
228137900,102826,Trawler,Midwater Pair Trawler,1435738525,Trawler
228138000,118649,Trawler,Trawler,1435709340,Trawler
228144700,100112,Trawler,Midwater Pair Trawler,1437100545,Trawler
228150000,120487,Trawler,Midwater Otter Trawler,1435708932,Trawler
228157000,114472,Trawler,Midwater Otter Trawler,1435724813,Trawler
228158000,121936,Trawler,Otter Twin Trawler,1435719010,Trawler
228167000,112702,Purse Seiner,Tuna purse seiner,1435709415,Seiner
228167900,115880,Purse Seiner,Purse Seiner,1435709018,Seiner
228168000,123649,Purse Seiner,Tuna purse seiner,1435740777,Seiner
228169000,120158,Longliner,Longliner,1436348864,Longliner
228174600,122497,Trawler,Midwater Otter Trawler AND Otter Twin Trawler,1435744735,Trawler
228190600,113027,Trawler,Midwater Otter Trawler AND Otter Twin Trawler,1435709489,Trawler
228192000,109731,Trawler,Midwater Otter Trawler,1435744172,Trawler
228197000,114193,Purse Seiner,Purse Seiner,1435708966,Seiner
228198700,107682,Trawler,Beam Trawler,1436863502,Trawler
228208800,115397,Purse Seiner,Purse Seiner,1435711205,Seiner
228209700,120390,Seiner,Danish Seine,1436196069,Seiner
228212700,101975,Purse Seiner,Purse Seiner,1435708855,Seiner
228215700,107273,Trawler,Trawler,1435907711,Trawler
228215800,112244,Purse Seiner,Purse Seiner,1441727077,Seiner
228216600,110363,Seiner,Danish Seine,1437981340,Seiner
228217100,128544,Purse Seiner,Purse Seiner,1435709326,Seiner
228218700,119142,Purse Seiner,Purse Seiner,1435709595,Seiner
228218800,102833,Trawler,Midwater Pair Trawler AND Midwater Otter Trawler,1435713020,Trawler
228222900,108417,Trawler,Midwater Otter Trawler,1435757202,Trawler
228228800,100580,Trawler,Otter Twin Trawler,1435710410,Trawler
228229900,108343,Seiner,Danish Seine,1435710332,Seiner
228231800,119485,Trawler,Otter Twin Trawler,1435709736,Trawler
228235000,116461,Trawler,Otter Twin Trawler,1435708884,Trawler
228236000,107582,Trawler,Otter Twin Trawler,1435709298,Trawler
228236700,103131,Trawler,Otter Twin Trawler,1435709414,Trawler
228236800,116704,Trawler,Midwater Pair Trawler,1437358255,Trawler
228238700,118885,Trawler,Otter Twin Trawler,1435710328,Trawler
228239000,119115,Trawler,Midwater Otter Trawler,1435739001,Trawler
228239900,125190,Trawler,Otter Twin Trawler,1435708969,Trawler
228240800,118212,Trawler,Midwater Pair Trawler AND Midwater Otter Trawler,1435709496,Trawler
228240900,107052,Trawler,Midwater Otter Trawler,1435708813,Trawler
228252000,112884,Trawler,Otter Twin Trawler,1435708876,Trawler
228258000,110154,Trawler,Otter Twin Trawler,1435714836,Trawler
228260900,129618,Purse Seiner,Purse Seiner,1441038364,Seiner
228262700,101304,Purse Seiner,Purse Seiner,1435708895,Seiner
228280000,123090,Purse Seiner,Tuna purse seiner,1435740798,Seiner
228281000,109060,Trawler,Otter Twin Trawler,1435708871,Trawler
228288000,110748,Trawler,Midwater Otter Trawler,1435708860,Trawler
228293000,130911,Purse Seiner,Purse Seiner,1435709377,Seiner
228301600,101994,Trawler,Midwater Pair Trawler,1435713546,Trawler
228301900,115731,Longliner,Longliner,1435709022,Longliner
228302900,131991,Purse Seiner,Purse Seiner,1435709511,Seiner
228312000,123924,Trawler,Otter Twin Trawler,1435709960,Trawler
228313000,108024,Trawler,Otter Twin Trawler,1435708887,Trawler
228364000,117460,Trawler,Midwater Otter Trawler,1439906805,Trawler
228367000,132421,Seiner,Seiner - NEI,1435713834,Seiner
228370000,113802,Trawler,Midwater Otter Trawler,1435708969,Trawler
228374000,115388,Trawler,Midwater Otter Trawler,1435708862,Trawler
228380000,110514,Trawler,Midwater Otter Trawler,1435709016,Trawler
228385000,108350,Troller,Troller,1442393561,Other
228394000,113638,Trawler,Midwater Otter Trawler,1435709617,Trawler
228840000,103130,Gillnetter,Gillnetter,1435708824,Other
228853000,103203,Trawler,Otter Twin Trawler,1435709460,Trawler
228854000,123085,Trawler,Midwater Otter Trawler,1436224151,Trawler
228887000,103301,Trawler,Midwater Pair Trawler AND Midwater Otter Trawler,1435717813,Trawler
228904000,107654,Trawler,Trawler,1435708864,Trawler
228905000,113664,Trawler,Otter Twin Trawler,1435709400,Trawler
228929000,118308,Trawler,Midwater Otter Trawler,1436288995,Trawler
228931000,115673,Trawler,Midwater Otter Trawler,1435901924,Trawler
228935000,100403,Trawler,Trawler,1435720903,Trawler
228941000,105339,Trawler,Otter Twin Trawler,1436148587,Trawler
228975000,102519,Longliner,Longliner,1435708953,Longliner
228979000,104313,Trawler,Midwater Otter Trawler,1435709196,Trawler
229496000,110274,Fishing Support Vessel,Support Vessel,1435733124,Support
229705000,112566,Fishing Support Vessel,Fish Carrier,1435728915,Support
230001770,124927,Trawler,Midwater Pair Trawler,1435709209,Trawler
230035000,123112,Trawler,Midwater Pair Trawler,1442402699,Trawler
230035100,115553,Trawler,Midwater Pair Trawler,1435709602,Trawler
230052950,117043,Trawler,Midwater Pair Trawler,1435724323,Trawler
230061850,115792,Trawler,Midwater Pair Trawler,1435709251,Trawler
230063680,129024,Trawler,Bottom Otter Trawler AND Midwater Pair Trawler,1435708934,Trawler
230069190,108669,Trawler,Bottom Otter Trawler,1436288887,Trawler
230117380,110012,Trawler,Midwater Pair Trawler,1437978435,Trawler
230122280,124175,Trawler,Midwater Pair Trawler,1435726401,Trawler
230346000,121760,Trawler,Midwater Pair Trawler AND Midwater Otter Trawler,1443499355,Trawler
230627000,116926,Trawler,Midwater Pair Trawler,1435709461,Trawler
230941650,123584,Trawler,Midwater Pair Trawler AND Midwater Otter Trawler,1435709552,Trawler
230941710,125213,Trawler,Midwater Pair Trawler,1435709499,Trawler
230942260,128457,Trawler,Midwater Pair Trawler,1435709474,Trawler
230942350,115702,Trawler,Bottom Otter Trawler AND Midwater Pair Trawler,1435709681,Trawler
230942640,127559,Trawler,Midwater Pair Trawler AND Midwater Otter Trawler,1435748664,Trawler
230984250,125622,Trawler,Midwater Pair Trawler,1435948756,Trawler
230987350,127349,Trawler,Midwater Pair Trawler AND Midwater Otter Trawler,1435709571,Trawler
230993160,119459,Trawler,Midwater Pair Trawler AND Midwater Otter Trawler,1435711405,Trawler
230996190,110998,Trawler,Midwater Pair Trawler AND Bottom Otter Trawler,1438095174,Trawler
230996210,129349,Trawler,Midwater Pair Trawler,1436305682,Trawler
232003630,100131,Trawler,Otter Twin Trawler,1435709677,Trawler
232004360,118839,Trawler,Otter Twin Trawler,1436431509,Trawler
232004642,106993,Trawler,Otter Twin Trawler,1435802353,Trawler
232004676,125607,Trawler,Otter Twin Trawler,1435709359,Trawler
232004918,111854,Trawler,Midwater Pair Trawler AND Otter Twin Trawler,1435708838,Trawler
232005120,129402,Troller,Trolling Line,1435791823,Other
232005290,106336,Purse Seiner,Purse Seiner,1435709595,Seiner
232005420,103283,Trawler,Beam Trawler,1435767534,Trawler
232005520,127644,Trawler,Beam Trawler,1435709070,Trawler
232005530,123033,Trawler,Beam Trawler,1435708981,Trawler
232005650,103597,Trawler,Beam Trawler,1435708992,Trawler
232005800,128888,Trawler,Beam Trawler,1435709041,Trawler
232006030,114929,Trawler,Beam Trawler AND Otter Twin Trawler,1435911695,Trawler
232006310,122350,Trawler,Midwater Pair Trawler,1435709601,Trawler
232006380,131130,Trawler,Beam Trawler,1435708878,Trawler
232006410,107906,Trawler,Beam Trawler,1435880958,Trawler
232006940,126098,Trawler,Otter Twin Trawler,1435824836,Trawler
232007060,123215,Trawler,Midwater Pair Trawler AND Otter Twin Trawler,1435716253,Trawler
232007570,121188,Trawler,Otter Twin Trawler AND BottomPairTrawler,1435708886,Trawler
232007970,124008,Trawler,Midwater Pair Trawler AND Otter Twin Trawler AND Midwater Otter Trawler,1435714051,Trawler
232091000,112204,Trawler,Otter Twin Trawler,1435709461,Trawler
232253000,115856,Trawler,Beam Trawler,1435714007,Trawler
232746000,100332,Trawler,Otter Twin Trawler,1435709954,Trawler
232806000,101173,Trawler,Otter Twin Trawler AND Midwater Otter Trawler,1436288249,Trawler
233342000,130182,Trawler,Beam Trawler,1435709182,Trawler
233344000,105092,Trawler,BottomPairTrawler,1435791488,Trawler
233345000,103445,Trawler,Otter Twin Trawler,1435714995,Trawler
234052000,119286,Trawler,Otter Twin Trawler,1435709330,Trawler
234341000,121598,Trawler,Midwater Pair Trawler AND Midwater Otter Trawler,1439927598,Trawler
234417000,122186,Trawler,BottomPairTrawler,1435709657,Trawler
234757000,117288,Trawler,BottomPairTrawler,1435727533,Trawler
234805000,115876,Trawler,Otter Twin Trawler,1435709571,Trawler
234879000,106500,Trawler,Beam Trawler,1435953996,Trawler
234912000,121690,Trawler,Otter Twin Trawler,1435709614,Trawler
235000360,105615,Trawler,Beam Trawler,1435751486,Trawler
235000623,112879,Trawler,Midwater Pair Trawler AND Otter Twin Trawler AND Midwater Otter Trawler,1436101373,Trawler
235000676,112999,Trawler,Otter Twin Trawler,1435709274,Trawler
235000743,112868,Trawler,Midwater Pair Trawler,1435709279,Trawler
235001440,111859,Trawler,Midwater Pair Trawler,1435709336,Trawler
235002029,114841,Trawler,Beam Trawler AND BottomPairTrawler,1435708876,Trawler
235002330,100494,Trawler,Otter Twin Trawler AND BottomPairTrawler,1435713203,Trawler
235002690,105883,Trawler,Otter Twin Trawler,1435709143,Trawler
235002800,125694,Trawler,Beam Trawler,1435709079,Trawler
235002820,121497,Trawler,Beam Trawler,1435709175,Trawler
235002830,108291,Trawler,Beam Trawler,1435708842,Trawler
235002916,115809,Trawler,Midwater Pair Trawler,1435745233,Trawler
235003120,128141,Trawler,Otter Twin Trawler,1435759381,Trawler
235003150,119043,Trawler,Otter Twin Trawler,1436827190,Trawler
235003170,117197,Seiner,Scottish Seine,1435965949,Seiner
235003589,106959,Trawler,Otter Twin Trawler,1435716680,Trawler
235003678,107750,Trawler,BottomPairTrawler,1439142208,Trawler
235004076,106854,Trawler,Otter Twin Trawler,1436199093,Trawler
235004300,109889,Trawler,Midwater Pair Trawler AND Otter Twin Trawler,1442241535,Trawler
235004600,125642,Trawler,Otter Twin Trawler AND BottomPairTrawler,1435709219,Trawler
235004690,130605,Trawler,Midwater Pair Trawler AND Midwater Otter Trawler,1439193479,Trawler
235004920,123746,Trawler,Otter Twin Trawler,1435709221,Trawler
235005282,123942,Trawler,Beam Trawler AND Otter Twin Trawler,1436234541,Trawler
235005283,123336,Trawler,Beam Trawler,1435709029,Trawler
235005350,106732,Trawler,Beam Trawler,1435708883,Trawler
235005740,121140,Trawler,Beam Trawler,1435885660,Trawler
235005770,118779,Trawler,Beam Trawler AND Otter Twin Trawler,1435871588,Trawler
235006280,114335,Trawler,Midwater Pair Trawler,1435708983,Trawler
235006840,110693,Trawler,Otter Twin Trawler,1435709227,Trawler
235006892,132760,Trawler,Otter Twin Trawler,1442933370,Trawler
235007070,106703,Trawler,Beam Trawler,1435709329,Trawler
235007275,124383,Trawler,Beam Trawler,1435709011,Trawler
235007552,117445,Trawler,Midwater Pair Trawler AND Otter Twin Trawler,1435709734,Trawler
235007570,107286,Trawler,Beam Trawler,1435708959,Trawler
235007904,112982,Trawler,BottomPairTrawler,1435744222,Trawler
235008039,116122,Trawler,Otter Twin Trawler,1435815852,Trawler
235008172,126402,Trawler,Otter Twin Trawler,1436150224,Trawler
235008670,108729,Trawler,Otter Twin Trawler,1435958866,Trawler
235010340,128528,Trawler,Otter Twin Trawler AND Midwater Otter Trawler,1435883064,Trawler
235010670,111328,Trawler,Midwater Pair Trawler,1435708923,Trawler
235011340,126398,Trawler,Beam Trawler,1440786604,Trawler
235013325,112501,Trawler,Midwater Pair Trawler,1435709303,Trawler
235014511,106091,Trawler,Midwater Pair Trawler AND Otter Twin Trawler,1435708824,Trawler
235016228,109078,Trawler,Midwater Pair Trawler AND Otter Twin Trawler,1435709454,Trawler
235020355,102336,Trawler,Otter Twin Trawler,1435826136,Trawler
235020423,107190,Trawler,Midwater Pair Trawler,1435716303,Trawler
235020549,107644,Trawler,Midwater Pair Trawler AND Otter Twin Trawler,1435814595,Trawler
235021304,112192,Trawler,Beam Trawler,1435827066,Trawler
235021469,116595,Trawler,Otter Twin Trawler,1435709540,Trawler
235023059,106531,Trawler,Beam Trawler,1435730078,Trawler
235025319,123132,Trawler,Beam Trawler,1435976333,Trawler
235026354,124968,Trawler,Otter Twin Trawler AND BottomPairTrawler,1435718052,Trawler
235031105,118903,Trawler,Midwater Pair Trawler AND Midwater Otter Trawler,1435730733,Trawler
235032237,113071,Trawler,Otter Twin Trawler,1435709603,Trawler
235033608,103355,Trawler,Otter Twin Trawler,1435709675,Trawler
235036491,103715,Trawler,Midwater Pair Trawler AND Otter Twin Trawler,1435847677,Trawler
235040556,100216,Gillnetter,Encircling Gill Net,1436520994,Other
235051022,104368,Trawler,Midwater Pair Trawler,1436030626,Trawler
235051173,107280,Trawler,Bottom Otter Trawler,1436668883,Trawler
235054653,131544,Trawler,Beam Trawler,1435709167,Trawler
235058829,100175,Trawler,Midwater Pair Trawler,1435713587,Trawler
235060915,100400,Trawler,Otter Twin Trawler AND BottomPairTrawler,1435709180,Trawler
235064801,131147,Trawler,BottomPairTrawler,1435747302,Trawler
235066405,117869,Trawler,Bottom Otter Trawler,1435708969,Trawler
235067977,132582,Trawler,Otter Twin Trawler,1435709012,Trawler
235068406,132149,Trawler,Beam Trawler,1435708999,Trawler
235068431,130056,Trawler,Bottom Otter Trawler AND Midwater Pair Trawler,1435736321,Trawler
235076457,116083,Trawler,Bottom Otter Trawler,1435731702,Trawler
235076687,119637,Trawler,BottomPairTrawler,1435709133,Trawler
235078558,108016,Trawler,Midwater Pair Trawler AND Otter Twin Trawler,1435712619,Trawler
235080649,101769,Trawler,Otter Twin Trawler,1435709093,Trawler
235082849,132409,Trawler,Midwater Otter Trawler,1436877888,Trawler
235086141,129950,Trawler,Beam Trawler,1435709395,Trawler
235090189,113471,Trawler,Beam Trawler,1435708969,Trawler
235090771,107099,Trawler,Bottom Otter Trawler,1435708892,Trawler
235093015,123225,Trawler,Midwater Pair Trawler,1435738269,Trawler
235096094,113712,Trawler,Beam Trawler,1435708951,Trawler
235097013,114351,Driftnet,Driftnet,1435709083,Other
235102461,119676,Trawler,Otter Twin Trawler,1438124466,Trawler
235103197,108907,Trawler,Midwater Pair Trawler,1435712580,Trawler
235106049,126730,Trawler,Midwater Pair Trawler AND Midwater Otter Trawler,1435708937,Trawler
235109887,129686,Gillnetter,Encircling Gill Net,1435855351,Other
235112317,109190,Trawler,Midwater Pair Trawler AND Midwater Otter Trawler,1436778541,Trawler
235113099,107040,Trawler,Midwater Pair Trawler,1440584751,Trawler
235166000,115804,Trawler,Otter Twin Trawler,1435709058,Trawler
235672000,123427,Trawler,Midwater Pair Trawler,1435708997,Trawler
235673000,125527,Trawler,Midwater Pair Trawler,1439813522,Trawler
235746000,104207,Trawler,Midwater Pair Trawler AND Midwater Otter Trawler,1435709222,Trawler
235838000,109585,Trawler,Midwater Pair Trawler,1435748956,Trawler
237034000,101718,Trawler,Trawler,1436203667,Trawler
237312000,115612,Trawler,Trawler,1439367895,Trawler
237885000,109405,Trawler,Trawler,1442914966,Trawler
237918000,108603,Trawler,Trawler,1436214805,Trawler
238019440,126567,Fishing Support Vessel,Support Vessel,1435725779,Support
238037040,123767,Purse Seiner,Purse Seiner,1436201545,Seiner
238102540,106635,Purse Seiner,Purse Seiner,1436198321,Seiner
238116740,102663,Purse Seiner,Purse Seiner,1435731013,Seiner
238116840,105464,Purse Seiner,Purse Seiner,1436167498,Seiner
238117940,129282,Purse Seiner,Purse Seiner,1435907077,Seiner
238118140,118718,Purse Seiner,Purse Seiner,1436188402,Seiner
238146340,109102,Purse Seiner,Purse Seiner,1436205891,Seiner
238150000,113507,Purse Seiner,Purse Seiner,1436551926,Seiner
238152840,120013,Purse Seiner,Purse Seiner,1436204329,Seiner
238160240,104465,Purse Seiner,Purse Seiner,1436554003,Seiner
238162240,108140,Pole and Line,Handliner,1435989191,Other
238192340,127737,Purse Seiner,Purse Seiner,1435709761,Seiner
238198440,126109,Pole and Line,Handliner,1435806083,Other
238217440,106465,Purse Seiner,Purse Seiner,1436200170,Seiner
238226940,129937,Purse Seiner,Purse Seiner,1436206174,Seiner
238281140,130339,Purse Seiner,Purse Seiner,1436207445,Seiner
238287540,124597,Purse Seiner,Purse Seiner,1436172126,Seiner
238294140,100809,Purse Seiner,Purse Seiner,1436177874,Seiner
238308040,101600,Purse Seiner,Purse Seiner,1436288819,Seiner
238316240,104642,Purse Seiner,Purse Seiner,1436204329,Seiner
238363240,130314,Purse Seiner,Purse Seiner,1436206446,Seiner
238366440,118260,Purse Seiner,Purse Seiner,1436282915,Seiner
238390540,109754,Purse Seiner,Purse Seiner,1436288526,Seiner
238400840,129088,Purse Seiner,Purse Seiner,1435920303,Seiner
238403040,100464,Purse Seiner,Purse Seiner,1436174294,Seiner
238409840,123801,Purse Seiner,Purse Seiner,1435708891,Seiner
238411040,100679,Purse Seiner,Purse Seiner,1436201583,Seiner
238420640,112067,Purse Seiner,Purse Seiner,1440286350,Seiner
238430040,103138,Purse Seiner,Purse Seiner,1435722530,Seiner
238469740,122817,Purse Seiner,Purse Seiner,1436206638,Seiner
238469840,126778,Purse Seiner,Purse Seiner,1436204237,Seiner
238471240,114433,Purse Seiner,Purse Seiner,1435837507,Seiner
238561110,112296,Fishing Support Vessel,Support Vessel,1436169229,Support
238583910,130758,Purse Seiner,Purse Seiner,1436083590,Seiner
238604010,101017,Purse Seiner,Purse Seiner,1436207655,Seiner
238616740,124538,Purse Seiner,Purse Seiner,1436558469,Seiner
238621810,117692,Purse Seiner,Purse Seiner,1436284006,Seiner
238622140,116625,Purse Seiner,Purse Seiner,1436351230,Seiner
238622210,101097,Purse Seiner,Purse Seiner,1435710612,Seiner
238622240,102392,Purse Seiner,Purse Seiner,1435923669,Seiner
238622310,119905,Purse Seiner,Purse Seiner,1436204649,Seiner
238623740,122011,Purse Seiner,Purse Seiner,1436283011,Seiner
238624910,128793,Purse Seiner,Purse Seiner,1436563255,Seiner
238644110,102386,Purse Seiner,Purse Seiner,1436289679,Seiner
238647310,127166,Purse Seiner,Purse Seiner,1436306797,Seiner
238742840,118273,Purse Seiner,Purse Seiner,1436292453,Seiner
238743340,129992,Purse Seiner,Purse Seiner,1436206119,Seiner
238744540,132076,Purse Seiner,Purse Seiner,1436198737,Seiner
238751940,130825,Purse Seiner,Purse Seiner,1435816914,Seiner
238752140,124262,Purse Seiner,Purse Seiner,1436203740,Seiner
238752740,105747,Purse Seiner,Purse Seiner,1436208495,Seiner
238763240,118454,Purse Seiner,Purse Seiner,1436204327,Seiner
238764940,103894,Purse Seiner,Purse Seiner,1436189703,Seiner
238765040,104113,Purse Seiner,Purse Seiner,1436204019,Seiner
238769140,124762,Purse Seiner,Purse Seiner,1435837367,Seiner
238770640,113122,Purse Seiner,Purse Seiner,1435709482,Seiner
238771540,132171,Purse Seiner,Purse Seiner,1436355552,Seiner
238778540,115732,Purse Seiner,Purse Seiner,1436327047,Seiner
238781440,115005,Purse Seiner,Purse Seiner,1436727345,Seiner
238794240,132385,Purse Seiner,Purse Seiner,1436208688,Seiner
238825840,125572,Purse Seiner,Purse Seiner,1436294354,Seiner
238837240,122277,Purse Seiner,Purse Seiner,1436189276,Seiner
238838740,122888,Purse Seiner,Purse Seiner,1436282409,Seiner
238897610,129269,Purse Seiner,Purse Seiner,1436153929,Seiner
238899140,109930,Purse Seiner,Purse Seiner,1435731473,Seiner
238899240,128424,Purse Seiner,Purse Seiner,1436205624,Seiner
238900840,131610,Purse Seiner,Purse Seiner,1435709139,Seiner
238905540,116846,Purse Seiner,Purse Seiner,1435759991,Seiner
238905840,106728,Purse Seiner,Purse Seiner,1435709490,Seiner
238923240,121384,Purse Seiner,Purse Seiner,1436179541,Seiner
238939940,123447,Purse Seiner,Purse Seiner,1435834149,Seiner
238957040,118771,Purse Seiner,Purse Seiner,1436204022,Seiner
238958248,107723,Purse Seiner,Purse Seiner,1435709330,Seiner
238963340,123845,Purse Seiner,Purse Seiner,1436368598,Seiner
238975610,131332,Purse Seiner,Purse Seiner,1435708881,Seiner
238982010,100799,Purse Seiner,Purse Seiner,1436210765,Seiner
238986340,122521,Purse Seiner,Purse Seiner,1440987425,Seiner
238987910,117126,Purse Seiner,Purse Seiner,1436134156,Seiner
238989740,123063,Purse Seiner,Purse Seiner,1436189203,Seiner
238990110,104848,Purse Seiner,Purse Seiner,1436254058,Seiner
238993240,105354,Purse Seiner,Purse Seiner,1436204329,Seiner
238996440,125833,Pole and Line,Handliner,1435709389,Other
239055000,100215,Purse Seiner,Purse Seiner,1436374865,Seiner
242149100,103129,Purse Seiner,Purse Seiner,1435725411,Seiner
244075000,114542,Trawler,Beam Trawler,1435940266,Trawler
244427000,101353,Trawler,Beam Trawler,1435739368,Trawler
244542000,103400,Fishing Support Vessel,FISH CARRIER,1435712692,Support
244766000,131772,Trawler,Beam Trawler,1435708995,Trawler
244790145,100838,Fishing Support Vessel,FISH CARRIER,1435713789,Support
244790800,106906,Trawler,Bottom Otter Trawler AND Otter Twin Trawler,1437049708,Trawler
244810627,121795,Trawler,Beam Trawler,1435709192,Trawler
244820009,115787,Fishing Support Vessel,FISH CARRIER,1435770166,Support
244869000,118573,Trawler,Beam Trawler,1435709262,Trawler
244959000,131132,Trawler,Beam Trawler,1435709180,Trawler
245150000,107399,Trawler,Beam Trawler,1436595769,Trawler
245308000,120343,Seiner,Scottish Seine,1435709657,Seiner
245370000,101658,Trawler,Beam Trawler,1435709112,Trawler
245530000,105128,Trawler,Beam Trawler,1435712165,Trawler
245612000,108287,Trawler,Beam Trawler,1435714055,Trawler
245973000,111846,Fishing Support Vessel,FISH CARRIER,1435709074,Support
246047000,118924,Trawler,Beam Trawler AND BottomPairTrawler,1435708969,Trawler
246742000,108705,Seiner,Danish Seine,1435764003,Seiner
247049260,109795,Purse Seiner,Purse Seiner,1435709454,Seiner
247050170,106089,Trawler,Trawler,1435716230,Trawler
247050560,107811,Trawler,Trawler,1435715945,Trawler
247050620,100865,Purse Seiner,Purse Seiner,1435709665,Seiner
247050790,111592,Trawler,Trawler,1435715425,Trawler
247050950,103326,Longliner,Longliner,1436240609,Longliner
247051410,122334,Trawler,Trawler,1435709589,Trawler
247051550,110458,Trawler,Trawler,1435715887,Trawler
247051830,123318,Trawler,Trawler,1435709653,Trawler
247051840,102677,Trawler,Trawler,1435714054,Trawler
247051860,128154,Trawler,Trawler,1435715231,Trawler
247051920,105267,Trawler,Trawler,1435709483,Trawler
247051980,101169,Trawler,Trawler,1435710015,Trawler
247053120,128725,Trawler,Trawler,1435716067,Trawler
247053420,104718,Trawler,Trawler,1435716332,Trawler
247053620,129845,Trawler,Trawler,1435708876,Trawler
247054650,126602,Purse Seiner,Purse Seiner,1435711704,Seiner
247055400,106857,Trawler,Trawler,1436986442,Trawler
247061690,106890,Purse Seiner,Purse Seiner,1435710368,Seiner
247061730,112670,Purse Seiner,Purse Seiner,1435709473,Seiner
247064760,111485,Trawler,Trawler,1435708894,Trawler
247065200,107935,Purse Seiner,Purse Seiner,1435709074,Seiner
247065940,104375,Longliner,Longliner,1435734091,Longliner
247066860,108088,Purse Seiner,Purse Seiner,1435708981,Seiner
247067730,130224,Purse Seiner,Purse Seiner,1435709157,Seiner
247068110,109903,Trawler,Trawler,1435711865,Trawler
247070850,124439,Trawler,Trawler,1435708831,Trawler
247070970,118866,Trawler,Trawler,1435709474,Trawler
247071040,119464,Trawler,Trawler,1435708883,Trawler
247071050,128047,Trawler,Trawler,1435713241,Trawler
247071060,113269,Trawler,Trawler,1435709602,Trawler
247071070,104805,Purse Seiner,Purse Seiner,1435709198,Seiner
247071940,120143,Purse Seiner,Purse Seiner,1435709620,Seiner
247072740,108118,Purse Seiner,Purse Seiner,1435714473,Seiner
247073550,103392,Purse Seiner,Purse Seiner,1435715178,Seiner
247074630,113817,Purse Seiner,Purse Seiner,1435714894,Seiner
247074640,115341,Purse Seiner,Purse Seiner,1435715301,Seiner
247074670,100370,Trawler,Trawler,1435708855,Trawler
247075010,122328,Trawler,Trawler,1435709024,Trawler
247080480,117204,Trawler,Trawler,1435715764,Trawler
247081060,130371,Trawler,Trawler,1435708956,Trawler
247081150,112078,Purse Seiner,Purse Seiner,1435709375,Seiner
247081650,102229,Trawler,Trawler,1435715274,Trawler
247081660,120305,Longliner,Longliner,1435709761,Longliner
247082290,122445,Trawler,Trawler,1435713319,Trawler
247082520,118091,Trawler,Trawler,1435709705,Trawler
247082560,114791,Trawler,Trawler,1435709589,Trawler
247082580,123443,Trawler,Trawler,1435709542,Trawler
247083070,117780,Trawler,Trawler,1435786016,Trawler
247083210,111607,Trawler,Trawler,1435712047,Trawler
247083260,108534,Trawler,Trawler,1435716427,Trawler
247083390,122635,Purse Seiner,Purse Seiner,1435709571,Seiner
247083410,122991,Trawler,Trawler,1435716505,Trawler
247083420,112390,Trawler,Trawler,1435715837,Trawler
247083440,115161,Trawler,Trawler,1435716263,Trawler
